FOOD_CODE,FOOD_NAME,ENERGY
D010467,부라타치즈 오리진L,486
D010468,찰떡단고감 노엣지R,252
D010469,찰떡단고감 노엣지L,270
D010470,핫앤핫 노엣지R,451
D010471,핫앤핫 노엣지L,319
D010472,불고기 오리진R,337
D010473,불고기 치즈캡R,401
D010474,불고기 오리진L,382
D010475,불고기 치즈캡L,488
D010476,슈퍼콤보 오리진R,430
D010477,슈퍼콤보 패스츄리,492
D010478,슈퍼콤보 치즈캡R,494
D010479,슈퍼콤보 오리진L,281
D010480,슈퍼콤보 치즈캡L,314
D010481,포테이토피자 오리진R,353
D010482,포테이토피자 패스츄리,415
D010483,포테이토피자 치즈캡R,417
D010484,포테이토피자 오리진L,479
D010485,포테이토피자 치즈캡L,273
D010486,치즈스페셜 오리진R,336
D010487,치즈스페셜 패스츄리,398
D010488,치즈스페셜 치즈캡R,400
D010489,치즈스페셜 오리진L,411
D010490,치즈스페셜 치즈캡L,477
D010491,시카고딥 노엣지R,572
D010492,시카고딥 노엣지L,309
D010493,페퍼로니 플러스 오리진R,188
D010494,페퍼로니 플러스 치즈캡R,441
D010495,페퍼로니 플러스 오리진L,510
D010496,페퍼로니 플러스 치즈캡L,576
D010497,하와이안스페셜 오리진R,370
D010498,하와이안스페셜 치즈캡R,435
D010499,하와이안스페셜 오리진L,483
D010500,하와이안스페셜 치즈캡L,275
D010501,트러플베지테리안 오리진R,343
D010502,트러플베지테리안 치즈캡R,407
D010503,트러플베지테리안 오리진L,471
D010504,트러플베지테리안 치즈캡L,269
D010505,고르곤졸라R,368
D010506,고르곤졸라L,275
D010507,불고기샌드,459
D010508,쉬골샌드,393
D010509,포골샌드,510
D010510,치즈추가(샌드),94
D010511,홈샐바,1118
D010512,홈샐바세트,1699
D010513,핫오븐치킨,1499
D010514,핫하프치킨,749
D010515,바비큐폭립,1421
D010516,The 오븐치킨,1162
D010517,하프치킨(오븐치킨 반마리),581
D010518,BBQ갈비라이스,567
D010519,베이컨 크림리조또,567
D010520,오븐치즈 베이컨 크림스파게티,639
D010521,오븐치즈 미트 스파게티,583
D010522,쉬림프 까르보나라,501
D010523,스파이시 포테이토,383
D010524,베이크윙(4ea),280
D010525,베이크윙(8ea),560
D010526,핫윙(4ea),252
D010527,핫윙(8ea),503
D010528,크리스피 텐더치킨(4ea),283
D010529,크리스피 텐더치킨(8ea),566
D010530,어니언링,356
D010531,케이준치킨샐러드,196
D010532,홈샐러드(하절기),972
D010533,홈샐러드(동절기),956
D010534,4구 샐러드,534
D010539,1회용 피클,52
D010540,1회용 갈릭디핑소스,52
D010541,1회용 핫소스,1
D010542,허니머스타드소스,29
D010543,눈꽃치즈피자 L,396
D010544,눈꽃치즈피자 R,490
D010545,눈꽃치즈피자 (씬),313
D010546,불금피자 L,339
D010547,불금피자 R,369
D010548,불금피자 (씬),284
D010549,갈릭쉬림프 L,336
D010550,갈릭쉬림프 R,538
D010551,갈릭쉬림프 (씬),480
D010552,베이컨체다 L,326
D010553,베이컨체다 R,522
D010554,베이컨체다 (씬),445
D010555,핫치킨 L,274
D010556,핫치킨 R,220
D010557,핫치킨 (씬),402
D010558,맵피자 L,402
D010559,맵피자 R,307
D010560,달피자 L,396
D010561,달피자 R,603
D010562,리얼고구마 L,362
D010563,리얼고구마 R,397
D010564,리얼고구마 (씬),293
D010565,크림치즈포테이토 L,389
D010566,크림치즈포테이토 R,422
D010567,크림치즈포테이토 (씬),347
D010568,마불피자 L,322
D010569,마불피자 R,249
D010570,마불피자 (씬),474
D010571,울트라콤비네이션 L,351
D010572,울트라콤비네이션 R,267
D010573,울트라콤비네이션 (씬),298
D010574,신세개피자 L,293
D010575,신세개피자 R,261
D010576,신세개피자 (씬),422
D010577,신세개피자2 L,370
D010578,신세개피자2 R,333
D010579,신세개피자2 (씬),525
D010580,수퍼수프림 L,363
D010581,수퍼수프림 (씬),493
D010582,고구마 L,408
D010583,고구마 (씬),527
D010584,불고기 L,344
D010585,불고기 (씬),396
D010586,페퍼로니 L,363
D010587,페퍼로니 (씬),436
D010588,치즈 L,603
D010589,치즈 (씬),370
D010590,핫바비큐 L,417
D010591,핫바비큐 R,318
D010592,핫바비큐 (씬),289
D010593,씨푸드 L,394
D010594,씨푸드 R,300
D010595,씨푸드 (씬),295
D010596,포테이토베이컨 L,394
D010597,포테이토베이컨 R,300
D010598,포테이토베이컨 (씬),297
D010599,파스트라미 L,567
D010600,파스트라미 R,439
D010601,파스트라미 (씬),320
D010602,맵고달고 L,405
D010603,맵고달고 R,336
D010604,맵고달고 (씬),252
D010606,국물떡볶이,796
D010607,치즈스파게티,556
D010608,베이크윙봉,512
D010609,콘샐러드,145
D010610,달콤닭강정,950
D010611,치즈-프라이,990
D010612,새우링,309
D010613,새우리조또,545
D010614,낙지리조또,574
D010615,치킨텐더,433
D010618,콘버터,349
D010619,치즈크러스트,107
D010620,고구마 크러스트,170
D010621,크림치즈 크러스트,258
D010622,전주불백피자R,1495
D010623,전주불백피자L,2435
D010624,꿈을피자R,230
D010625,꿈을피자L,135
D010626,부산피자R,185
D010627,부산피자L,205
D010628,쉬림프 핫치킨골드피자R,230
D010629,쉬림프 핫치킨골드피자L,225
D010630,단호박골드피자R,240
D010631,단호박골드피자L,245
D010632,어깨피자R,55
D010633,어깨피자L,80
D010634,단호박피자R,215
D010635,단호박피자L,230
D010636,콤비네이션피자R,180
D010637,콤비네이션피자L,175
D010638,더너피자 바베킹R,240
D010639,더너피자 바베킹L,250
D010640,웃음꽃피자R,225
D010641,웃음꽃피자L,241
D010642,고구마골드피자R,235
D010643,고구마골드피자L,240
D010644,목동피자R,95
D010645,목동피자L,155
D010646,고르곤졸라R,110
D010647,고르곤졸라L,80
D010648,포테이토피자R,185
D010649,포테이토피자L,250
D010650,베이컨체다치즈피자R,184
D010651,베이컨체다치즈피자L,185
D010652,불고기피자R,155
D010653,불고기피자L,165
D010654,야채피자R,155
D010655,야채피자L,155
D010656,하와이안피자R,170
D010657,하와이안피자L,180
D010658,페페로니피자R,155
D010659,페페로니피자L,170
D010660,치즈피자R,155
D010661,치즈피자L,165
D010662,고구마피자R,230
D010663,고구마피자L,235
D010664,핫 스파이시치킨피자R,185
D010665,핫 스파이시치킨피자L,185
D010666,콰트로포르마지오R,200
D010667,콰트로포르마지오L,190
D010670,쉬림프 안심골드피자R,215
D010671,쉬림프 안심골드피자L,215
D010676,슈크림치즈스틱,940
D010677,로제치즈오븐스파게티,700
D010678,치즈볼 바게트스틱,1125
D010679,치즈볼,580
D010680,바게트스틱,330
D010681,콘치즈그라탕 L,735
D010682,콘치즈그라탕 R,365
D010683,버팔로윙 4조각,615
D010684,버팔로윙 10조각,615
D010685,단호박+고구마샐러드,605
D010686,치즈오븐스파게티,655
D010687,까르보나라스파게티,715
D010688,브래드스틱,680
D010689,고구마스틱,995
D010690,치즈스틱,805
D010691,팥치즈반달빵,1020
D010692,치킨텐더 6조각,480
D010693,스노우칠리감자,375
D010694,한턱 쏘시지L,310
D010695,한턱 쏘시지M,400
D010696,관자네 온 새우L,295
D010697,관자네 온 새우M,380
D010698,골드랑군L,355
D010699,골드랑군M,455
D010700,쓰리고L,280
D010701,쓰리고M,360
D010702,코코쉬림프L,335
D010703,코코쉬림프M,490
D010704,모모스테이키L,335
D010705,모모스테이키M,428
D010706,맵뜨락L,472
D010707,맵뜨락M,304
D010708,비포 (비프앤포크)L,285
D010709,비포 (비프앤포크)M,489
D010710,토핑들의 수다L,203
D010711,토핑들의 수다M,393
D010712,웨스틴콤보더블L,362
D010713,웨스틴콤보더블M,466
D010714,리치킨BBQ L,324
D010715,리치킨BBQ M,417
D010716,스파이시쉬림프L,273
D010717,스파이시쉬림프M,351
D010718,베이컨포테이토L,242
D010719,베이컨포테이토M,311
D010720,콰트로L,289
D010721,콰트로M,372
D010722,차슈(불갈비)L,250
D010723,차슈(불갈비)M,322
D010724,슈프림콤비L,240
D010725,슈프림콤비M,309
D010726,불고기L,234
D010727,불고기M,301
D010728,스윗고구마L,254
D010729,스윗고구마M,327
D010730,페페로니L,438
D010731,페페로니M,282
D010732,멜팅치즈L,466
D010733,멜팅치즈M,300
D010734,웨지포테이토L,245
D010735,웨지포테이토M,315
D010736,넌필수있어L,542
D010737,베이컨의꿈L,538
D010738,걱정말아요허니L,252
D010739,스파이시쉬림프 크러스트 L,680
D010740,스파이시쉬림프 크러스트 M,440
D010741,베이컨포테이토 바이트 L,1225
D010742,베이컨포테이토 바이트 M,790
D010743,웨지포테이토 소보로 L,985
D010744,웨지포테이토 소보로 M,635
D010745,불고기 크러스트L,680
D010746,불고기 크러스트M,440
D010747,차슈 바이트L,1225
D010748,차슈 바이트M,790
D010749,페페로니 소보로L,985
D010750,페페로니 소보로M,635
D010751,스윗고구마 골드L,840
D010752,스윗고구마 골드M,540
D010753,국물떡볶이,636
D010754,치즈국물떡볶이,2530
D010755,모둠튀김,325
D010756,고구마 튀김(5pcs),94
D010757,순살치킨,870
D010758,새우링(10pcs),440
D010759,모짜렐라오븐파스타,590
D010760,오븐구이치킨,960
D010761,코코쉬림프(8pcs),760
D010762,플로리다랑군(7pcs),305
D010763,버팔로스틱-핫윙(7pcs),540
D010764,치킨텐더(7pcs),635
D010765,치즈스틱(7pcs),730
D010766,베이컨크림파스타,470
D010767,불갈비파스타,475
D010768,미트소스파스타,380
D010773,피클모듬세트,180
D010774,치포틀소스,105
D010775,살사소스,60
D010776,까망베르소스,130
D010777,머스타드소스,80
D010778,꿀 자몽,143.3
D010779,허니 레몬,129.3
D010780,복숭아,130.3
D010781,블루베리 솔베,117.6
D010782,망고 솔베,120.7
D010783,딸기 솔베,103
D010784,블루베리 라떼,123.4
D010785,망고 라떼,123.9
D010786,딸기 라떼,120.8
D010787,레몬,117.7
D010788,바나나 품은 헤이즐넛 초코렛,193.3
D010789,바나나 속 초코칩,185.1
D010790,헤이즐넛 초코렛,192.9
D010791,바나나,169.7
D010792,카페 모카,158.7
D010793,민트 초코,181.2
D010794,바닐라 빈,164.6
D010795,솔티드 카라멜,166.7
D010796,바닐라,165.6
D010797,카라멜,171.2
D010798,마스카포네치즈,178.9
D010799,그린티,160.6
D010800,피넛버터   젤리,202
D010801,스트라치아텔라,177
D010802,그린티 티라미수,178.2
D010803,티라미수,164.6
D010804,쿠키   크림,167.6
D010805,초코렛,193.3
D010806,땅콩 바나나,194.6
D010807,솜사탕,119.1
D010808,다크초코렛,168.1
D010809,리코타,164
D010810,크리미 요거트,171.9
D010811,요거트,150.1
D010812,화이트 초코렛+레인보우 토핑콘,139.6
D010813,다크 초코렛+오레오 토핑콘,142.1
D010814,플레인 와플콘,61.8
D010815,레드 포레스트,154.8
D010816,더블 초코 바나나,187.5
D010817,망고 요거트,147.9
D010818,솔티드 카초멜리아,180
D010819,카초멜리아,182.3
D010820,딸기 요거트,146.4
D010821,블루베리 요거트,147.7
D010822,케냐 니에리,4
D010823,에티오피아 게라,4
D010824,브라질 만티게이라 BSCA,4
D010825,과테말라 누에보 오리엔테,4
D010826,더치 블랙 - 에티오피아 예가체프,10.9
D010827,더치 블랙 - 케냐AA,10.9
D010828,더치 오션,226.9
D010829,더치 썬셋,224.5
D010830,에스프레소 블랙 N2,10
D010831,돌체 카푸치노 N2,401
D010832,에스프레소,5
D010833,에스프레소 마끼아또,8.5
D010834,에스프레소 콘파냐,19.7
D010835,아메리카노,10
D010836,카페라떼,150
D010837,바닐라 카페라떼,227
D010838,카라멜 카페라떼,215
D010839,헤이즐넛 카페라떼,420
D010840,카푸치노,150
D010841,카페모카,317.2
D010842,화이트모카,317.7
D010843,민트모카,420
D010844,카라멜마끼아또,232
D010845,아이스 아메리카노,10
D010846,아이스 카페라떼,143
D010847,아이스 바닐라 카페라떼,197
D010848,아이스 헤이즐넛 카페라떼,206
D010849,아이스 카푸치노,115
D010850,아이스 카페모카,282.2
D010851,아이스 화이트모카,282.7
D010852,아이스 민트모카,385
D010853,아이스 카라멜마끼아또,211
D010854,아포가토,282.4
D010855,다크초코 라떼,277.6
D010856,민트 초콜릿 라떼,322.1
D010857,그린티 라떼,258.7
D010858,홍차라떼,284
D010859,아이스 다크초코 라떼,263.6
D010860,아이스 민트 초콜릿 라떼,308.1
D010861,아이스 고구마 라떼,364
D010862,아이스 그린티 라떼,244.7
D010863,아이스 홍차 라떼,207.7
D010864,레몬 아이스티,180
D010865,복숭아 아이스티,180
D010866,레몬티,226.7
D010867,아이스 레몬티,226.7
D010868,허브티,2.2
D010869,아이스 허브티,2.2
D010870,홍차,2
D010871,아이스 홍차,2
D010872,녹차,2
D010873,아이스 녹차,2
D010874,딸기주스,201.6
D010875,토마토 주스,113.5
D010876,키위주스,260.4
D010877,베리 바나나 주스,195.2
D010878,스위티 파이,315.2
D010879,마이 몽키,337.2
D010880,러브 미,332
D010881,레몬에이드,172.5
D010882,오렌지에이드,162.5
D010883,자몽에이드,172.5
D010884,젤라또 쉐이크,727.6
D010885,플레인 요거트 스무디,402.9
D010886,딸기 요거트 스무디,455.7
D010887,블루베리 요거트 스무디,460.1
D010888,아이스 모카 블렌디모,343.7
D010889,아이스 카라멜 블렌디모,357.3
D010890,아이스 그린티 블렌디모,452.1
D010891,아이스 초콜릿 블렌디모,492.1
D010892,아이스 민트초코칩 블렌디모,442.5
D010893,아이스 민트모카 블렌디모,245.5
D010894,플레인 / 어니언 / 블루베리 베이글,305.1
D010895,치즈 / 초코칩 / 블루베리 머핀,562
D010896,플레인 에그디쉬,559.6
D010897,블루베리 에그디쉬,534.2
D010898,이탈리안 에그디쉬,681.7
D010899,갈릭 치즈 부기브레드,628
D010900,토마토 치즈 부기브레드,420
D010901,허니브레드,794.8
D010902,젤라또 브레드,887
D010903,크로크무슈,388
D010904,베이컨 치즈 팟파이,430
D010905,치킨 팟파이,430
D010906,불고기 브리또,418
D010907,핫칠리치킨 브리또,299
D010908,쿠키 크림 번버거,592.3
D010909,티라미수 번버거,539.1
D010910,쿠키 크림 번버거 + 아메리카노 SET,602.3
D010911,티라미수 번버거 + 아메리카노 SET,549.1
D010912,수플레 치즈케잌,313.98
D010913,티라미수 케잌,256.42
D010914,초코무스 케잌,313.4
D010915,레드벨벳 요거트 롤,322.77
D010916,그린티 롤,325.16
D010917,티라미수 샌디,740.4
D010918,리코타 딸기 샌디,719.2
D010919,쿠키   크림 샌디,799.2
D010920,클래식 플레인 와플,1091.6
D010921,클래식 블루베리 와플,1160
D010922,클래식 마롱 와플,1156.1
D010923,플레인와플 젤라또,1359.3
D010924,블루베리와플 젤라또,1437.7
D010925,초코와플 젤라또,1436.4
D010926,녹차와플 젤라또,1477.8
D010927,까르보나라 젤빙,592.3
D010928,망고 크림젤빙,931
D010929,망고젤빙,561.4
D010930,치즈베리 젤빙,620.4
D010931,밀크팥 젤빙,731
D010932,딸기젤빙,518
D010933,오리지날 팥빙수,676
D010934,요거트빙수,695
D010935,녹차빙수,756
D010936,쿠키 크림빙수,701
D010937,망고빙수,580.9
D010938,블루베리치즈빙수,679.6
D010939,못난이찹쌀꽈배기,160.2
D010940,못난이찹쌀팥도넛,195.4
D010941,못난이찹쌀유자도넛,189.7
D010942,못난이찹쌀고구마크림치즈도넛,202.4
D010943,못난이찹쌀핫도그,280.3
D010944,못난이찹쌀모짜렐라치즈핫도그,266.3
D010945,못난이찹쌀모짜렐라치즈도넛,193.2
D010946,코코스페셜호두과자,155
D010947,코코스페셜코코너츠,129
D010948,선물용 대,155
D010949,선물용 중,155
D010950,선물용 소,155
D010951,미니케이스 럭셔리,155
D010952,미니케이스 대,155
D010953,미니케이스 소,155
D010954,레드컵,155
D010955,초코컵,155
D010956,프리백,155
D010957,간식용11개,155
D010958,간식용19개,155
D010959,간식용38개,155
D010960,단체간식용 호두과자,155
D010961,허니땅콩,591
D010962,아몬드,590
D010963,캐슈넛,572
D010964,초콜릿 글레이즈드,223
D010965,로열 루비 초콜릿 링,344
D010966,더블 다크 초콜릿 필드,390
D010967,퓨어 화이트 초콜릿 필드,361
D010968,크런치 밀크 초콜릿 링,367
D010969,크림치즈 필드,235
D010970,초콜릿 필드,282
D010971,로투스 비스코프 도넛,374
D010972,리고 피넛버터 도넛,383
D010973,미니 오리지널 글레이즈드,101
D010974,초코홀릭,269
D010975,초콜릿 아이스드 글레이즈드,247
D010976,딸기와플넛,524
D010977,초코와플넛,551
D010978,카라멜와플넛,547
D010979,오리지널 글레이즈드,201
D010980,카라멜 아이스드,238
D010981,슈거 코티드,200
D010982,뉴욕 치즈케익,332
